case_id,case_type,court,court_hierarchy,state,sector,filing_date,disposal_date,duration_months,claim_amount_lakhs,claimant_lawyer_win_rate,respondent_is_govt,respondent_is_psu,num_prior_adjournments,has_interim_order,represented_by_senior_counsel,favourable_outcome,disposal_category,realisation_pct,filing_year,filing_quarter,case_age_months,log_claim_amount,claim_bucket,court_avg_duration,court_avg_win_rate,adjournment_density,case_type_enc,court_enc,state_enc,sector_enc,claim_bucket_enc
SYNTH-00991,Commercial Dispute,District Court,1,Uttar Pradesh,Energy,2017-11-25,2022-08-01,57,75.72,0.61,1,0,22,0,0,1,Settlement / Compromise,,2017,4,100.6,4.340162430575183,50-200L,47.0,0.4567219152854512,0.2186878727634195,4,3,8,1,2
SYNTH-00992,Money Recovery,High Court (Original),3,Gujarat,Manufacturing,2016-01-27,2019-12-07,47,474.65,0.33,0,0,5,1,1,0,Dismissed on merits,7.86,2016,1,122.86666666666666,6.164682289652466,0.2-1Cr,36.0,0.45454545454545453,0.040694519804666304,10,5,1,5,0
SYNTH-00993,Commercial Dispute,Supreme Court,4,West Bengal,Healthcare,2018-12-14,2026-11-02,96,47.53,0.78,1,0,19,0,1,0,Dismissed on merits,,2018,4,87.8,3.882182163417125,10-50L,60.0,0.44227642276422763,0.2164009111617312,4,8,9,2,1
SYNTH-00994,Appeal (HC),High Court (Original),3,Rajasthan,Energy,2014-06-23,2016-01-14,19,12.41,0.39,0,0,19,1,0,0,Dismissed for default,,2014,2,142.3,2.596000697293587,10-50L,36.0,0.45454545454545453,0.1335207308503162,0,5,5,1,1
SYNTH-00995,Commercial Dispute,High Court (Original),3,Rajasthan,Healthcare,2019-10-20,2024-06-25,57,21.21,0.3,0,0,32,0,0,0,Withdrawn,,2019,4,77.46666666666667,3.100542637906336,10-50L,36.0,0.45454545454545453,0.41308089500860584,4,5,5,2,1
SYNTH-00996,CIRP (IBC),Supreme Court,4,Karnataka,Others,2019-06-07,2022-05-22,36,17.51,0.78,0,0,1,0,0,1,Decree in favour of plaintiff,25.37,2019,2,81.96666666666667,2.9183111265854063,10-50L,60.0,0.44227642276422763,0.012200081333875559,2,8,2,6,1
SYNTH-00997,Labour / Employment,NCLT,2,West Bengal,Infrastructure,2015-06-11,2019-04-21,47,76.2,0.57,0,0,36,0,1,0,Withdrawn,,2015,2,130.53333333333333,4.3463994570307305,50-200L,29.0,0.44669117647058826,0.27579162410623087,8,7,9,4,2
SYNTH-00998,Appeal (HC),Supreme Court,4,Maharashtra,Healthcare,2010-02-18,2013-12-29,47,309.15,0.5,0,0,3,1,0,1,Settlement / Compromise,,2010,1,195.16666666666666,5.737056051419127,0.2-1Cr,60.0,0.44227642276422763,0.015371477369769428,0,8,3,2,0
SYNTH-00999,IP Infringement,Commercial Court,2,Delhi,Manufacturing,2016-07-08,2018-01-29,19,287.87,0.56,0,0,7,0,0,0,Decree in favour of defendant,,2016,3,117.43333333333334,5.665976759920302,0.2-1Cr,24.0,0.5288966725043783,0.05960828839057621,6,0,0,5,0
SYNTH-01000,Injunction,Consumer Forum (State),2,Delhi,Telecom,2021-02-09,2024-02-24,37,219.18,0.33,0,0,9,1,0,0,Dismissed for default,,2021,1,61.53333333333333,5.394445393642257,0.2-1Cr,27.0,0.4752475247524752,0.14626218851570966,7,2,0,9,0
SYNTH-01001,Money Recovery,High Court (Appeal),3,Delhi,Energy,2011-07-05,2013-06-24,24,63.27,0.25,0,0,6,1,1,0,Withdrawn,8.45,2011,3,178.43333333333334,4.163092959383195,50-200L,42.0,0.46953405017921146,0.03362600410984495,10,4,0,1,2
SYNTH-01002,Commercial Dispute,Consumer Forum (District),1,Uttar Pradesh,IT / Technology,2011-04-01,2012-04-25,13,21.88,0.76,0,0,11,0,0,1,Settlement / Compromise,,2011,2,181.6,3.130263166511597,10-50L,20.0,0.49544626593806923,0.0605726872246696,4,1,8,3,1
SYNTH-01003,IP Infringement,Consumer Forum (District),1,Uttar Pradesh,Manufacturing,2012-10-06,2013-10-01,12,156.3,0.49,0,0,15,1,0,1,Decree in favour of plaintiff,,2012,4,163.13333333333333,5.058154810064233,50-200L,20.0,0.49544626593806923,0.09194932570494484,6,1,8,5,2
SYNTH-01004,CIRP (IBC),Consumer Forum (District),1,Maharashtra,Telecom,2016-07-03,2017-03-30,9,137.94,0.41,1,0,23,0,0,1,Decree in favour of plaintiff,39.01,2016,3,117.6,4.934042185264735,50-200L,20.0,0.49544626593806923,0.19557823129251703,2,1,3,9,2
SYNTH-01005,IP Infringement,Supreme Court,4,Punjab,Telecom,2019-07-13,2022-07-27,37,469.7,0.33,0,0,24,1,0,0,Decree in favour of defendant,,2019,3,80.76666666666667,6.154220948407096,0.2-1Cr,60.0,0.44227642276422763,0.2971522905489063,6,8,4,9,0
SYNTH-01006,Arbitration,District Court,1,Uttar Pradesh,Manufacturing,2013-02-15,2016-03-31,38,49.42,0.51,0,0,10,0,0,1,Settlement / Compromise,,2013,1,158.73333333333332,3.9203879217597737,10-50L,47.0,0.4567219152854512,0.0629987400251995,1,3,8,5,1
SYNTH-01007,Consumer Dispute,NCLAT,3,Rajasthan,Infrastructure,2021-10-11,2023-01-04,15,114.13,0.46,1,0,22,0,0,0,Transferred,,2021,4,53.4,4.746061924685573,50-200L,18.0,0.4585635359116022,0.41198501872659177,5,6,5,4,2
SYNTH-01008,Labour / Employment,NCLT,2,Karnataka,Others,2016-10-17,2018-08-08,22,60.36,0.76,1,0,30,0,0,1,Settlement / Compromise,,2016,4,114.06666666666666,4.116758157059,50-200L,29.0,0.44669117647058826,0.2630040911747516,8,7,2,6,2
SYNTH-01009,Labour / Employment,Consumer Forum (State),2,West Bengal,Banking & Finance,2021-10-14,2023-01-07,15,313.25,0.39,0,0,37,1,0,1,Decree in favour of plaintiff,,2021,4,53.3,5.750188847470357,0.2-1Cr,27.0,0.4752475247524752,0.6941838649155723,8,2,9,0,0
SYNTH-01010,Civil Suit,District Court,1,Tamil Nadu,Banking & Finance,2013-07-27,2019-01-27,67,35.22,0.38,0,0,30,1,0,0,Settlement / Compromise,,2013,3,153.33333333333334,3.589611452455267,10-50L,47.0,0.4567219152854512,0.19565217391304346,3,3,6,0,1
SYNTH-01011,Consumer Dispute,High Court (Original),3,Maharashtra,Telecom,2018-08-13,2020-11-30,28,143.59,0.67,0,1,39,1,1,1,Decree in favour of plaintiff,,2018,3,91.9,4.9739021510400345,50-200L,36.0,0.45454545454545453,0.4243743199129488,5,5,3,9,2
SYNTH-01012,Writ (HC),NCLAT,3,Uttar Pradesh,Manufacturing,2010-08-30,2011-08-25,12,65.89,0.76,0,0,24,1,0,1,Settlement / Compromise,,2010,3,188.73333333333332,4.203049479130317,50-200L,18.0,0.4585635359116022,0.12716354645001768,13,6,8,5,2
SYNTH-01013,Specific Performance,High Court (Appeal),3,Tamil Nadu,Banking & Finance,2021-01-06,2027-03-06,75,16.17,0.49,0,0,10,0,0,0,Dismissed for default,,2021,1,62.666666666666664,2.843163674909384,10-50L,42.0,0.46953405017921146,0.1595744680851064,12,4,6,0,1
SYNTH-01014,Appeal (HC),District Court,1,Maharashtra,Healthcare,2012-02-28,2016-11-03,57,87.67,0.36,0,0,23,0,0,0,Dismissed for default,,2012,1,170.5,4.484921613391916,50-200L,47.0,0.4567219152854512,0.1348973607038123,0,3,3,2,2
SYNTH-01015,Appeal (HC),High Court (Original),3,Uttar Pradesh,Infrastructure,2021-11-05,2024-08-21,34,25.64,0.52,0,0,30,0,0,0,Dismissed for default,,2021,4,52.56666666666667,3.2824138456721883,10-50L,36.0,0.45454545454545453,0.5707038681039949,0,5,8,4,1
SYNTH-01016,CIRP (IBC),Commercial Court,2,Maharashtra,Telecom,2019-08-04,2023-03-16,44,22.28,0.59,0,0,8,0,0,0,Transferred,1.79,2019,3,80.03333333333333,3.147594622863237,10-50L,24.0,0.5288966725043783,0.09995835068721366,2,0,3,9,1
SYNTH-01017,Civil Suit,High Court (Appeal),3,Karnataka,IT / Technology,2017-06-03,2019-02-23,21,404.38,0.26,0,0,16,0,0,0,Withdrawn,,2017,2,106.43333333333334,6.004824898809819,0.2-1Cr,42.0,0.46953405017921146,0.15032884434700908,3,4,2,3,0
SYNTH-01018,Liquidation (IBC),Commercial Court,2,Maharashtra,Others,2015-06-01,2018-01-16,32,272.36,0.72,0,0,25,0,0,0,Withdrawn,1.46,2015,2,130.86666666666667,5.610789607807036,0.2-1Cr,24.0,0.5288966725043783,0.1910341314314824,9,0,3,6,0
SYNTH-01019,Specific Performance,Consumer Forum (District),1,Gujarat,Real Estate,2010-09-03,2014-05-15,45,759.12,0.27,0,0,3,1,0,0,Dismissed on merits,,2010,3,188.6,6.633476315553157,0.2-1Cr,20.0,0.49544626593806923,0.015906680805938496,12,1,1,7,0
SYNTH-01020,CIRP (IBC),High Court (Appeal),3,West Bengal,Others,2011-08-21,2019-12-07,101,26.1,0.69,0,0,2,1,1,1,Settlement / Compromise,21.86,2011,3,176.86666666666667,3.299533727885655,10-50L,42.0,0.46953405017921146,0.011307953260459856,2,4,9,6,1
SYNTH-01021,Liquidation (IBC),Commercial Court,2,Gujarat,Retail,2020-09-27,2022-06-19,21,126.56,0.77,0,1,2,0,0,1,Decree in favour of plaintiff,26.38,2020,3,66.03333333333333,4.848586842141857,50-200L,24.0,0.5288966725043783,0.03028773346794548,9,0,1,8,2
SYNTH-01022,Specific Performance,Consumer Forum (District),1,Delhi,Energy,2015-02-09,2017-03-30,26,22.45,0.26,1,0,12,0,0,0,Dismissed for default,,2015,1,134.6,3.1548704948922883,10-50L,20.0,0.49544626593806923,0.08915304606240713,12,1,0,1,1
SYNTH-01023,Civil Suit,Consumer Forum (District),1,Maharashtra,Others,2018-09-07,2020-05-29,21,1023.76,0.67,0,0,27,0,1,0,Dismissed on merits,,2018,3,91.06666666666666,6.932213717814511,>1Cr,20.0,0.49544626593806923,0.2964860907759883,3,1,3,6,4
SYNTH-01024,Arbitration,NCLAT,3,Uttar Pradesh,Others,2014-05-06,2015-05-31,13,11.15,0.44,0,0,5,0,0,1,Decree in favour of plaintiff,,2014,2,143.9,2.4973291697865574,10-50L,18.0,0.4585635359116022,0.03474635163307853,1,6,8,6,1
SYNTH-01025,Labour / Employment,District Court,1,Delhi,Healthcare,2010-05-03,2018-07-20,100,1036.79,0.73,0,1,3,1,1,1,Settlement / Compromise,,2010,2,192.7,6.944848731119245,>1Cr,47.0,0.4567219152854512,0.015568240788790868,8,3,0,2,4
SYNTH-01026,Writ (HC),NCLAT,3,Uttar Pradesh,Manufacturing,2015-06-24,2016-12-15,18,248.94,0.8,1,0,7,0,1,1,Settlement / Compromise,,2015,2,130.1,5.521220889057638,0.2-1Cr,18.0,0.4585635359116022,0.05380476556495004,13,6,8,5,0
SYNTH-01027,Consumer Dispute,Consumer Forum (District),1,Telangana,Manufacturing,2018-01-03,2021-03-18,39,17.93,0.74,0,0,19,0,0,1,Settlement / Compromise,,2018,1,99.3,2.9407479652212314,10-50L,20.0,0.49544626593806923,0.19133937562940584,5,1,7,5,1
SYNTH-01028,Specific Performance,Consumer Forum (State),2,Telangana,Banking & Finance,2017-02-25,2018-11-17,21,345.96,0.63,0,1,26,0,0,1,Decree in favour of plaintiff,,2017,1,109.7,5.8492094995271104,0.2-1Cr,27.0,0.4752475247524752,0.23701002734731083,12,2,7,0,0
SYNTH-01029,Injunction,High Court (Appeal),3,Delhi,Manufacturing,2021-09-07,2029-08-26,97,127.02,0.38,0,0,23,0,0,0,Withdrawn,,2021,3,54.53333333333333,4.852186501713857,50-200L,42.0,0.46953405017921146,0.42176039119804404,7,4,0,5,2
SYNTH-01030,Appeal (HC),Consumer Forum (District),1,Maharashtra,Real Estate,2020-03-06,2021-03-01,12,1075.55,0.77,1,0,17,1,0,0,Settlement / Compromise,,2020,1,72.86666666666666,6.9815167625441905,>1Cr,20.0,0.49544626593806923,0.2333028362305581,0,1,3,7,4
SYNTH-01031,IP Infringement,NCLT,2,West Bengal,Energy,2018-08-12,2020-07-02,23,33.03,0.52,0,0,2,1,0,0,Transferred,,2018,3,91.93333333333334,3.5272424885128144,10-50L,29.0,0.44669117647058826,0.02175489485134155,6,7,9,1,1
SYNTH-01032,Appeal (HC),District Court,1,Telangana,Others,2016-11-04,2021-06-11,56,561.85,0.27,0,0,38,0,0,0,Withdrawn,,2016,4,113.46666666666667,6.333013162800813,0.2-1Cr,47.0,0.4567219152854512,0.33490011750881316,0,3,7,6,0
SYNTH-01033,Labour / Employment,High Court (Appeal),3,Delhi,Banking & Finance,2010-08-13,2015-11-15,64,101.73,0.44,0,0,27,0,0,1,Decree in favour of plaintiff,,2010,3,189.3,4.6321041872281725,50-200L,42.0,0.46953405017921146,0.14263074484944532,8,4,0,0,2
SYNTH-01034,Commercial Dispute,Consumer Forum (State),2,Telangana,Infrastructure,2016-06-12,2019-04-28,35,58.28,0.72,0,0,36,0,0,0,Dismissed on merits,,2016,2,118.3,4.082271980987832,50-200L,27.0,0.4752475247524752,0.3043110735418428,4,2,7,4,2
SYNTH-01035,CIRP (IBC),Supreme Court,4,Uttar Pradesh,IT / Technology,2015-05-06,2021-10-31,79,1.23,0.32,1,0,17,1,0,0,Withdrawn,0.76,2015,2,131.73333333333332,0.8020015854720274,<10L,60.0,0.44227642276422763,0.12904858299595143,2,8,8,3,3
SYNTH-01036,Writ (HC),NCLAT,3,Punjab,Real Estate,2018-11-07,2020-07-29,21,40.18,0.27,0,0,16,0,0,0,Decree in favour of defendant,,2018,4,89.03333333333333,3.717952701599643,10-50L,18.0,0.4585635359116022,0.17970797454137027,13,6,4,7,1
SYNTH-01037,Specific Performance,Commercial Court,2,Gujarat,Telecom,2017-03-14,2021-11-18,57,577.97,0.71,0,0,1,0,0,0,Decree in favour of defendant,,2017,1,109.13333333333334,6.3612506627591285,0.2-1Cr,24.0,0.5288966725043783,0.00916310323762981,12,0,1,9,0
SYNTH-01038,Partition,Consumer Forum (State),2,Rajasthan,Infrastructure,2019-03-02,2020-12-21,22,43.54,0.28,0,0,39,0,0,0,Withdrawn,,2019,1,85.2,3.7963876618292214,10-50L,27.0,0.4752475247524752,0.45774647887323944,11,2,5,4,1
SYNTH-01039,Labour / Employment,NCLT,2,Delhi,Manufacturing,2016-03-12,2018-06-30,28,27.73,0.39,0,0,11,1,0,0,Dismissed for default,,2016,1,121.36666666666666,3.3579418729911983,10-50L,29.0,0.44669117647058826,0.0906344410876133,8,7,0,5,1
SYNTH-01040,Appeal (HC),Commercial Court,2,Delhi,IT / Technology,2010-11-12,2012-12-31,26,17.51,0.35,0,0,20,1,0,0,Decree in favour of defendant,,2010,4,186.26666666666668,2.9183111265854063,10-50L,24.0,0.5288966725043783,0.1073729420186113,0,0,0,3,1
SYNTH-01041,Civil Suit,NCLT,2,Uttar Pradesh,Banking & Finance,2017-12-04,2019-04-28,17,138.94,0.55,1,0,6,1,0,0,Withdrawn,,2017,4,100.3,4.94121375931775,50-200L,29.0,0.44669117647058826,0.05982053838484547,3,7,8,0,2
SYNTH-01042,Partition,High Court (Appeal),3,Karnataka,Real Estate,2017-04-22,2021-12-27,57,16.34,0.56,0,0,4,0,0,0,Transferred,,2017,2,107.83333333333333,2.853015971352396,10-50L,42.0,0.46953405017921146,0.03709428129829985,11,4,2,7,1
SYNTH-01043,Writ (HC),NCLAT,3,Delhi,Infrastructure,2018-01-30,2020-05-19,28,21.17,0.43,0,0,30,0,0,0,Dismissed for default,,2018,1,98.4,3.09874002362822,10-50L,18.0,0.4585635359116022,0.3048780487804878,13,6,0,4,1
SYNTH-01044,Civil Suit,NCLAT,3,Uttar Pradesh,Others,2016-07-10,2018-03-02,20,186.89,0.76,0,1,38,1,0,1,Settlement / Compromise,,2016,3,117.36666666666666,5.235856685205431,50-200L,18.0,0.4585635359116022,0.3237716557796081,3,6,8,6,2
SYNTH-01045,Partition,NCLAT,3,Maharashtra,Manufacturing,2018-07-01,2019-11-23,17,108.0,0.71,1,0,24,0,0,0,Dismissed for default,,2018,3,93.33333333333333,4.6913478822291435,50-200L,18.0,0.4585635359116022,0.2571428571428572,11,6,3,5,2
SYNTH-01046,Writ (HC),Consumer Forum (State),2,Uttar Pradesh,Telecom,2019-05-18,2021-02-06,21,40.66,0.55,1,0,3,0,0,1,Decree in favour of plaintiff,,2019,2,82.63333333333334,3.729541435832826,10-50L,27.0,0.4752475247524752,0.03630496167809601,13,2,8,9,1
SYNTH-01047,Specific Performance,NCLAT,3,Tamil Nadu,Telecom,2014-05-17,2015-09-09,16,17.82,0.71,0,0,15,0,0,1,Settlement / Compromise,,2014,2,143.53333333333333,2.9349201341572337,10-50L,18.0,0.4585635359116022,0.10450534138411519,12,6,6,9,1
SYNTH-01048,Consumer Dispute,NCLAT,3,Uttar Pradesh,Banking & Finance,2012-08-03,2013-11-26,16,5.35,0.63,0,0,26,0,0,0,Transferred,,2012,3,165.26666666666668,1.8484548129046001,<10L,18.0,0.4585635359116022,0.15732150060508268,5,6,8,0,3
SYNTH-01049,Appeal (HC),NCLAT,3,Uttar Pradesh,Manufacturing,2020-11-10,2022-01-04,14,35.61,0.58,0,0,36,0,0,1,Settlement / Compromise,,2020,4,64.56666666666666,3.600321427132145,10-50L,18.0,0.4585635359116022,0.5575632421270006,0,6,8,5,1
SYNTH-01050,Appeal (HC),Supreme Court,4,Karnataka,Others,2013-02-05,2017-05-15,52,38.01,0.58,0,0,7,1,0,1,Decree in favour of plaintiff,,2013,1,159.06666666666666,3.663818023518565,10-50L,60.0,0.44227642276422763,0.04400670578373848,0,8,2,6,1
SYNTH-01051,Appeal (HC),Consumer Forum (District),1,Rajasthan,Banking & Finance,2014-06-11,2016-01-02,19,112.07,0.74,0,1,7,0,0,1,Decree in favour of plaintiff,,2014,2,142.7,4.728007095947154,50-200L,20.0,0.49544626593806923,0.049053959355290826,0,1,5,0,2
SYNTH-01052,IP Infringement,High Court (Original),3,West Bengal,Retail,2010-10-07,2015-04-14,55,20.6,0.71,1,0,4,1,0,1,Decree in favour of plaintiff,,2010,4,187.46666666666667,3.0726933146901194,10-50L,36.0,0.45454545454545453,0.021337126600284494,6,5,9,8,1
SYNTH-01053,Injunction,NCLAT,3,Punjab,Others,2019-01-09,2019-10-06,9,11.44,0.63,0,0,21,0,0,1,Settlement / Compromise,,2019,1,86.93333333333334,2.5209170873110334,10-50L,18.0,0.4585635359116022,0.2415644171779141,7,6,4,6,1
SYNTH-01054,Consumer Dispute,Commercial Court,2,West Bengal,IT / Technology,2011-01-06,2012-06-29,18,32.2,0.29,0,0,26,0,0,0,Dismissed on merits,,2011,1,184.43333333333334,3.502549875922443,10-50L,24.0,0.5288966725043783,0.14097234773179107,5,0,9,3,1
SYNTH-01055,Consumer Dispute,Consumer Forum (District),1,Punjab,Others,2013-01-07,2014-02-01,13,7.81,0.65,0,0,32,1,0,1,Settlement / Compromise,,2013,1,160.03333333333333,2.175887439948088,<10L,20.0,0.49544626593806923,0.19995834201208082,5,1,4,6,3
SYNTH-01056,Appeal (HC),NCLAT,3,Tamil Nadu,IT / Technology,2020-03-04,2021-04-28,14,71.67,0.46,0,0,37,1,0,1,Settlement / Compromise,,2020,1,72.93333333333334,4.2859286446285445,50-200L,18.0,0.4585635359116022,0.5073126142595977,0,6,6,3,2
SYNTH-01057,Arbitration,Consumer Forum (District),1,Karnataka,Infrastructure,2011-01-31,2013-03-21,26,23.66,0.56,0,0,27,1,0,1,Settlement / Compromise,,2011,1,183.6,3.2051824977361982,10-50L,20.0,0.49544626593806923,0.14705882352941177,1,1,2,4,1
SYNTH-01058,IP Infringement,District Court,1,Maharashtra,IT / Technology,2014-09-22,2017-12-05,39,13.6,0.49,0,0,20,1,0,0,Dismissed on merits,,2014,3,139.26666666666668,2.681021528714291,10-50L,47.0,0.4567219152854512,0.14360938247965532,6,3,3,3,1
SYNTH-01059,CIRP (IBC),NCLT,2,Tamil Nadu,IT / Technology,2019-11-05,2022-03-24,29,15.29,0.37,0,0,16,0,0,0,Transferred,0.74,2019,4,76.93333333333334,2.790551422613954,10-50L,29.0,0.44669117647058826,0.20797227036395147,2,7,6,3,1
SYNTH-01060,Money Recovery,High Court (Original),3,Uttar Pradesh,Energy,2014-08-22,2018-01-03,41,71.93,0.55,0,0,38,0,0,0,Dismissed on merits,0.46,2014,3,140.3,4.289500076996142,50-200L,36.0,0.45454545454545453,0.27084818246614395,10,5,8,1,2
SYNTH-01061,Civil Suit,High Court (Appeal),3,Karnataka,Telecom,2020-12-14,2024-03-28,40,3.8,0.71,1,0,36,0,0,0,Decree in favour of defendant,,2020,4,63.43333333333333,1.5686159179138452,<10L,42.0,0.46953405017921146,0.5675249605885444,3,4,2,9,3
SYNTH-01062,Money Recovery,NCLT,2,Maharashtra,Healthcare,2012-09-09,2014-12-28,28,15.65,0.49,0,0,8,0,0,1,Decree in favour of plaintiff,84.71,2012,3,164.03333333333333,2.8124102164264526,10-50L,29.0,0.44669117647058826,0.04877057508636456,10,7,3,2,1
SYNTH-01063,Consumer Dispute,Commercial Court,2,Maharashtra,Healthcare,2014-12-28,2019-09-03,57,33.72,0.65,0,0,17,0,0,1,Settlement / Compromise,,2014,4,136.03333333333333,3.5473158897921495,10-50L,24.0,0.5288966725043783,0.12496937025238912,5,0,3,2,1
SYNTH-01064,Commercial Dispute,District Court,1,Delhi,Real Estate,2012-04-02,2022-01-10,119,185.16,0.76,0,0,35,0,0,0,Decree in favour of defendant,,2012,2,169.36666666666667,5.2266065189940365,50-200L,47.0,0.4567219152854512,0.20665223381224168,4,3,0,7,2
SYNTH-01065,Injunction,High Court (Appeal),3,Rajasthan,IT / Technology,2018-06-09,2022-10-16,53,94.93,0.73,0,0,30,1,0,0,Dismissed on merits,,2018,2,94.06666666666666,4.563618758829857,50-200L,42.0,0.46953405017921146,0.3189227498228207,7,4,5,3,2
SYNTH-01066,Partition,High Court (Original),3,Punjab,Manufacturing,2011-12-28,2015-07-10,43,3.03,0.77,0,0,0,0,0,0,Dismissed for default,,2011,4,172.56666666666666,1.3937663759585914,<10L,36.0,0.45454545454545453,0.0,11,5,4,5,3
SYNTH-01067,Civil Suit,High Court (Original),3,Karnataka,IT / Technology,2019-05-19,2021-12-04,31,193.98,0.63,0,0,15,0,0,1,Settlement / Compromise,,2019,2,82.6,5.272896989201126,50-200L,36.0,0.45454545454545453,0.18159806295399517,3,5,2,3,2
SYNTH-01068,Specific Performance,High Court (Appeal),3,Maharashtra,IT / Technology,2020-11-17,2024-03-01,40,6.63,0.52,0,0,34,0,1,0,Decree in favour of defendant,,2020,4,64.33333333333333,2.0320878452963655,<10L,42.0,0.46953405017921146,0.5284974093264249,12,4,3,3,3
SYNTH-01069,CIRP (IBC),Supreme Court,4,West Bengal,Infrastructure,2017-04-19,2022-01-23,58,703.56,0.39,0,0,20,0,0,0,Dismissed for default,2.77,2017,2,107.93333333333334,6.557573494497204,0.2-1Cr,60.0,0.44227642276422763,0.1852995676343422,2,8,9,4,0
SYNTH-01070,IP Infringement,Consumer Forum (District),1,West Bengal,Real Estate,2020-12-21,2023-09-07,33,4.24,0.58,0,1,17,0,0,1,Decree in favour of plaintiff,,2020,4,63.2,1.6563214983329508,<10L,20.0,0.49544626593806923,0.2689873417721519,6,1,9,7,3
SYNTH-01071,Labour / Employment,Consumer Forum (State),2,Delhi,IT / Technology,2017-04-01,2018-08-24,17,569.26,0.39,0,0,28,0,0,1,Settlement / Compromise,,2017,2,108.53333333333333,6.3460923971790875,0.2-1Cr,27.0,0.4752475247524752,0.257985257985258,8,2,0,3,0
SYNTH-01072,Consumer Dispute,Consumer Forum (District),1,Uttar Pradesh,Manufacturing,2014-11-29,2016-04-22,17,37.9,0.44,0,0,26,1,0,1,Decree in favour of plaintiff,,2014,4,137.0,3.6609942506244004,10-50L,20.0,0.49544626593806923,0.1897810218978102,5,1,8,5,1
SYNTH-01073,Writ (HC),Commercial Court,2,Gujarat,Healthcare,2017-05-24,2019-01-14,20,949.76,0.32,0,0,1,0,1,1,Settlement / Compromise,,2017,2,106.76666666666667,6.857261664765151,0.2-1Cr,24.0,0.5288966725043783,0.009366219169528567,13,0,1,2,0
SYNTH-01074,Money Recovery,Consumer Forum (State),2,Tamil Nadu,IT / Technology,2011-02-08,2016-04-12,63,1522.59,0.54,0,0,10,0,0,0,Decree in favour of defendant,2.93,2011,1,183.33333333333334,7.328824671180442,>1Cr,27.0,0.4752475247524752,0.05454545454545454,10,2,6,3,4
SYNTH-01075,Arbitration,High Court (Original),3,Uttar Pradesh,Banking & Finance,2017-06-08,2023-08-06,75,9.47,0.48,0,0,0,1,1,0,Dismissed for default,,2017,2,106.26666666666667,2.3485140248824456,<10L,36.0,0.45454545454545453,0.0,1,5,8,0,3
SYNTH-01076,Commercial Dispute,Consumer Forum (State),2,Telangana,Banking & Finance,2020-11-16,2023-06-04,31,10.53,0.27,0,1,40,0,0,0,Dismissed for default,,2020,4,64.36666666666666,2.4449523342809676,10-50L,27.0,0.4752475247524752,0.6214396685655101,4,2,7,0,1
SYNTH-01077,Appeal (HC),Supreme Court,4,West Bengal,Real Estate,2018-12-27,2022-08-08,44,15.55,0.32,0,0,5,1,0,0,Settlement / Compromise,,2018,4,87.36666666666666,2.806386101823072,10-50L,60.0,0.44227642276422763,0.05723006486074018,0,8,9,7,1
SYNTH-01078,Consumer Dispute,District Court,1,West Bengal,Energy,2013-05-28,2016-04-12,35,24.32,0.3,0,0,38,0,0,0,Decree in favour of defendant,,2013,2,155.33333333333334,3.2315945972759756,10-50L,47.0,0.4567219152854512,0.24463519313304719,5,3,9,1,1
SYNTH-01079,Specific Performance,District Court,1,Maharashtra,Manufacturing,2016-02-24,2019-02-08,36,190.57,0.5,1,0,36,0,0,0,Dismissed for default,,2016,1,121.93333333333334,5.25525327707701,50-200L,47.0,0.4567219152854512,0.2952433023510115,12,3,3,5,2
SYNTH-01080,Liquidation (IBC),Supreme Court,4,West Bengal,Healthcare,2016-03-31,2019-01-15,34,76.01,0.52,0,0,15,0,0,0,Settlement / Compromise,2.19,2016,1,120.73333333333333,4.343935283551159,50-200L,60.0,0.44227642276422763,0.12424075096631695,9,8,9,2,2
SYNTH-01081,Consumer Dispute,Consumer Forum (State),2,Maharashtra,IT / Technology,2012-06-06,2016-07-15,50,320.41,0.5,0,1,14,0,0,0,Transferred,,2012,2,167.2,5.7727175666961745,0.2-1Cr,27.0,0.4752475247524752,0.08373205741626795,5,2,3,3,0
SYNTH-01082,Injunction,NCLAT,3,West Bengal,Others,2011-11-17,2013-06-09,19,24.61,0.3,0,0,31,0,1,0,Decree in favour of defendant,,2011,4,173.93333333333334,3.242982900211434,10-50L,18.0,0.4585635359116022,0.1782292065925642,7,6,9,6,1
SYNTH-01083,Liquidation (IBC),Consumer Forum (District),1,Punjab,Others,2015-03-20,2017-04-08,25,10.45,0.28,0,0,21,0,1,0,Decree in favour of defendant,0.69,2015,1,133.3,2.4379897300002487,10-50L,20.0,0.49544626593806923,0.15753938484621155,9,1,4,6,1
SYNTH-01084,IP Infringement,Supreme Court,4,Tamil Nadu,Healthcare,2010-02-15,2013-04-30,39,14.44,0.4,0,0,31,0,0,1,Settlement / Compromise,,2010,1,195.26666666666668,2.73696154459663,10-50L,60.0,0.44227642276422763,0.1587572550358484,6,8,6,2,1
SYNTH-01085,Consumer Dispute,Consumer Forum (District),1,Maharashtra,Retail,2020-10-31,2022-12-20,26,344.97,0.53,0,0,5,0,0,0,Settlement / Compromise,,2020,4,64.9,5.846352066096299,0.2-1Cr,20.0,0.49544626593806923,0.07704160246533127,5,1,3,8,0
