cirp_id,sector,bench,admission_date,resolution_status,duration_days,admitted_claim_cr,realisation_pct,no_of_financial_creditors,resolution_applicants_received,ip_changed,litigation_pending,favourable_outcome,admission_year,log_admitted_claim,applicants_per_creditor,sector_enc,bench_enc
CIRP-00381,Telecom,NCLT Delhi,2019-12-12,Ongoing,567,12.25,,72,12,0,0,0,2019,2.583997552432231,0.16666666666666666,9,2
CIRP-00382,Others,NCLT Mumbai,2018-11-04,Withdrawn (Sec 12A),986,117.15,76.21,18,6,0,1,1,2018,4.771955003632917,0.3333333333333333,6,5
CIRP-00383,Infrastructure,NCLT Chennai,2022-06-23,Withdrawn (Sec 12A),698,122.68,62.63,53,11,0,0,1,2022,4.817697584839112,0.20754716981132076,4,1
CIRP-00384,Manufacturing,NCLT Hyderabad,2018-03-24,Ongoing,265,332.79,,82,13,0,1,0,2018,5.810512052720266,0.15853658536585366,5,3
CIRP-00385,Energy,NCLT Hyderabad,2022-03-18,Resolution Plan Approved,93,254.22,33.9,10,19,1,0,1,2022,5.54212591830583,1.9,1,3
CIRP-00386,Others,NCLT Kolkata,2017-05-07,Resolution Plan Approved,244,95.49,26.86,105,12,1,1,1,2017,4.569439376032292,0.11428571428571428,6,4
CIRP-00387,Energy,NCLT Kolkata,2020-09-29,Appeal Pending,243,186.67,,72,16,0,0,0,2020,5.234685101303181,0.2222222222222222,1,4
CIRP-00388,Others,NCLT Chennai,2019-07-24,Withdrawn (Sec 12A),552,3.47,76.45,98,7,1,0,1,2019,1.4973884086254776,0.07142857142857142,6,1
CIRP-00389,Telecom,NCLT Kolkata,2019-12-02,Resolution Plan Approved,860,94.85,30.27,53,19,0,1,1,2019,4.562784469491653,0.3584905660377358,9,4
CIRP-00390,Others,NCLT Delhi,2018-03-07,Appeal Pending,293,58.89,,42,19,0,0,0,2018,4.092509546276371,0.4523809523809524,6,2
CIRP-00391,Real Estate,NCLT Delhi,2018-12-09,Liquidation Order,684,210.34,0.1,114,0,0,1,0,2018,5.353468211012885,0.0,7,2
CIRP-00392,Banking & Finance,NCLT Chennai,2020-01-05,Settled,257,58.48,37.89,75,15,0,0,1,2020,4.085640121591954,0.2,0,1
CIRP-00393,Healthcare,NCLT Hyderabad,2018-03-08,Liquidation Order,790,130.3,10.54,137,7,0,1,0,2018,4.877484781308751,0.051094890510948905,2,3
CIRP-00394,Real Estate,NCLT Mumbai,2019-01-03,Liquidation Order,1077,114.37,2.08,107,12,0,0,0,2019,4.748144354939198,0.11214953271028037,7,5
CIRP-00395,Infrastructure,NCLT Ahmedabad,2021-04-09,Appeal Pending,114,91.44,,133,6,0,0,0,2021,4.52655978540618,0.045112781954887216,4,0
CIRP-00396,Infrastructure,NCLT Hyderabad,2022-05-12,Resolution Plan Approved,360,114.64,40.24,22,14,0,1,1,2022,4.750481917148146,0.6363636363636364,4,3
CIRP-00397,Energy,NCLT Ahmedabad,2021-06-21,Appeal Pending,332,193.39,,87,1,0,0,0,2021,5.269866450374021,0.011494252873563218,1,0
CIRP-00398,Energy,NCLT Kolkata,2017-04-24,Liquidation Order,582,35.01,3.61,52,16,0,1,0,2017,3.583796677660784,0.3076923076923077,1,4
CIRP-00399,Real Estate,NCLT Delhi,2019-02-20,Appeal Pending,470,756.89,,106,2,0,0,0,2019,6.63053825637812,0.018867924528301886,7,2
CIRP-00400,Others,NCLT Mumbai,2022-06-07,Ongoing,363,260.42,,131,20,0,0,0,2022,5.566128309357405,0.15267175572519084,6,5
CIRP-00401,Others,NCLT Ahmedabad,2017-04-03,Settled,887,32.52,58.73,137,2,0,0,1,2017,3.5121422756138823,0.014598540145985401,6,0
CIRP-00402,Real Estate,NCLT Kolkata,2022-11-17,Ongoing,236,30.5,,48,15,0,0,0,2022,3.449987545831587,0.3125,7,4
CIRP-00403,IT / Technology,NCLT Kolkata,2020-05-26,Resolution Plan Approved,744,151.86,37.07,30,14,0,0,1,2020,5.029522469814738,0.4666666666666667,3,4
CIRP-00404,Manufacturing,NCLT Ahmedabad,2019-02-24,Resolution Plan Approved,533,2.02,45.33,77,20,0,0,1,2019,1.1052568313867783,0.2597402597402597,5,0
CIRP-00405,Energy,NCLT Kolkata,2021-02-01,Settled,316,199.33,60.16,65,1,0,0,1,2021,5.299966006793561,0.015384615384615385,1,4
CIRP-00406,IT / Technology,NCLT Chennai,2017-08-22,Appeal Pending,573,166.07,,102,0,1,0,0,2017,5.118412886269687,0.0,3,1
CIRP-00407,IT / Technology,NCLT Kolkata,2017-12-30,Settled,389,211.65,48.71,106,6,0,0,1,2017,5.359647621699643,0.05660377358490566,3,4
CIRP-00408,IT / Technology,NCLT Chennai,2021-01-01,Appeal Pending,588,72.32,,82,0,0,0,0,2021,4.294833422971505,0.0,3,1
CIRP-00409,Real Estate,NCLT Hyderabad,2018-08-02,Withdrawn (Sec 12A),298,141.39,76.95,113,4,1,0,1,2018,4.958569771792903,0.035398230088495575,7,3
CIRP-00410,Telecom,NCLT Delhi,2022-12-17,Resolution Plan Approved,627,238.55,27.65,99,12,0,0,1,2022,5.478762163329131,0.12121212121212122,9,2
CIRP-00411,Retail,NCLT Kolkata,2021-01-27,Appeal Pending,181,47.5,,136,7,0,1,0,2021,3.8815637979434374,0.051470588235294115,8,4
CIRP-00412,Real Estate,NCLT Mumbai,2021-03-17,Ongoing,556,20.93,,75,16,0,0,0,2021,3.0878555624297968,0.21333333333333335,7,5
CIRP-00413,Banking & Finance,NCLT Hyderabad,2020-08-06,Appeal Pending,186,454.8,,29,15,0,0,0,2020,6.122054116811584,0.5172413793103449,0,3
CIRP-00414,Energy,NCLT Mumbai,2020-08-07,Ongoing,420,10.02,,2,20,0,0,0,2020,2.3997118037247684,10.0,1,5
CIRP-00415,Real Estate,NCLT Chennai,2022-08-19,Settled,364,502.78,61.33,117,17,0,1,1,2022,6.222139664837538,0.1452991452991453,7,1
CIRP-00416,Banking & Finance,NCLT Mumbai,2020-11-21,Ongoing,262,9.58,,24,11,0,1,0,2020,2.3589654264301534,0.4583333333333333,0,5
CIRP-00417,Retail,NCLT Delhi,2018-06-28,Appeal Pending,44,205.64,,72,11,0,0,0,2018,5.330978148787585,0.1527777777777778,8,2
CIRP-00418,Healthcare,NCLT Mumbai,2022-11-29,Ongoing,97,27.67,,130,18,0,0,0,2022,3.3558512798952784,0.13846153846153847,2,5
CIRP-00419,Telecom,NCLT Delhi,2018-06-12,Ongoing,573,39.62,,73,18,0,0,0,2018,3.7042605561522386,0.2465753424657534,9,2
CIRP-00420,Energy,NCLT Ahmedabad,2017-02-22,Appeal Pending,373,3.17,,136,9,1,1,0,2017,1.4279160358107101,0.0661764705882353,1,0
CIRP-00421,IT / Technology,NCLT Hyderabad,2022-08-31,Settled,404,21.37,71.06,133,7,0,0,1,2022,3.107720775502038,0.05263157894736842,3,3
CIRP-00422,IT / Technology,NCLT Ahmedabad,2018-11-14,Ongoing,547,3.12,,82,5,0,0,0,2018,1.415853163361435,0.06097560975609756,3,0
CIRP-00423,Telecom,NCLT Ahmedabad,2022-08-03,Liquidation Order,742,917.68,3.61,8,1,0,1,0,2022,6.822937857148214,0.125,9,0
CIRP-00424,IT / Technology,NCLT Mumbai,2017-08-08,Resolution Plan Approved,302,151.3,19.69,33,14,0,0,1,2017,5.025852259901116,0.42424242424242425,3,5
CIRP-00425,Energy,NCLT Chennai,2019-12-13,Liquidation Order,747,43.83,6.13,15,4,0,1,0,2019,3.802877558167348,0.26666666666666666,1,1
CIRP-00426,IT / Technology,NCLT Hyderabad,2017-11-28,Settled,157,135.81,57.29,104,11,0,0,1,2017,4.918593101932022,0.10576923076923077,3,3
CIRP-00427,Retail,NCLT Ahmedabad,2017-12-21,Withdrawn (Sec 12A),877,3.66,84.57,87,8,0,0,1,2017,1.5390154481375546,0.09195402298850575,8,0
CIRP-00428,Retail,NCLT Hyderabad,2019-09-18,Appeal Pending,514,14.44,,128,3,0,1,0,2019,2.73696154459663,0.0234375,8,3
CIRP-00429,Infrastructure,NCLT Hyderabad,2022-07-24,Liquidation Order,1012,19.28,0.33,97,12,0,0,0,2022,3.0096351787229825,0.12371134020618557,4,3
CIRP-00430,Energy,NCLT Ahmedabad,2018-11-12,Ongoing,369,114.29,,39,19,1,0,0,2018,4.747450693244862,0.48717948717948717,1,0
CIRP-00431,Healthcare,NCLT Kolkata,2020-06-07,Resolution Plan Approved,887,26.25,12.11,128,17,0,0,1,2020,3.305053521109253,0.1328125,2,4
CIRP-00432,Healthcare,NCLT Chennai,2019-06-17,Withdrawn (Sec 12A),416,13.03,57.42,42,13,0,1,1,2019,2.6411978941143697,0.30952380952380953,2,1
CIRP-00433,Infrastructure,NCLT Delhi,2017-09-18,Ongoing,521,95.72,,90,14,0,0,0,2017,4.571820206306537,0.15555555555555556,4,2
CIRP-00434,Energy,NCLT Hyderabad,2021-04-17,Appeal Pending,584,9.73,,94,8,0,1,0,2021,2.373043556642607,0.0851063829787234,1,3
CIRP-00435,Healthcare,NCLT Ahmedabad,2019-10-29,Resolution Plan Approved,503,58.0,26.18,111,19,0,0,1,2019,4.07753744390572,0.17117117117117117,2,0
CIRP-00436,IT / Technology,NCLT Ahmedabad,2018-02-11,Settled,800,7.08,82.49,65,5,0,0,1,2018,2.089391872533004,0.07692307692307693,3,0
CIRP-00437,Telecom,NCLT Chennai,2017-08-26,Settled,730,58.29,51.1,132,5,0,0,1,2017,4.0824406577192764,0.03787878787878788,9,1
CIRP-00438,Infrastructure,NCLT Hyderabad,2019-01-04,Appeal Pending,61,1664.66,,141,16,0,0,0,2019,7.417976720266645,0.11347517730496454,4,3
CIRP-00439,Energy,NCLT Chennai,2018-08-21,Appeal Pending,243,913.03,,117,18,1,1,0,2018,6.8178633936726065,0.15384615384615385,1,1
CIRP-00440,Retail,NCLT Ahmedabad,2022-09-29,Ongoing,261,20.31,,11,9,0,1,0,2022,3.0591764461105257,0.8181818181818182,8,0
CIRP-00441,IT / Technology,NCLT Chennai,2022-04-16,Ongoing,264,22.08,,99,18,0,0,0,2022,3.138966441639899,0.18181818181818182,3,1
CIRP-00442,Energy,NCLT Kolkata,2021-03-16,Withdrawn (Sec 12A),876,545.93,66.34,125,3,1,0,1,2021,6.304320823483483,0.024,1,4
CIRP-00443,Energy,NCLT Mumbai,2020-02-17,Resolution Plan Approved,923,23.53,29.59,132,6,0,0,1,2020,3.199896858270398,0.045454545454545456,1,5
CIRP-00444,IT / Technology,NCLT Delhi,2020-03-08,Settled,704,768.54,62.74,31,4,0,1,1,2020,6.6457929337342945,0.12903225806451613,3,2
CIRP-00445,Others,NCLT Hyderabad,2018-02-28,Liquidation Order,131,19.95,1.48,128,14,0,0,0,2018,3.0421386463681466,0.109375,6,3
CIRP-00446,Infrastructure,NCLT Delhi,2019-11-01,Ongoing,581,5.44,,100,12,0,1,0,2019,1.8625285401162623,0.12,4,2
CIRP-00447,Banking & Finance,NCLT Mumbai,2018-11-12,Liquidation Order,881,126.61,1.14,144,8,0,0,0,2018,4.848978737745885,0.05555555555555555,0,5
CIRP-00448,Infrastructure,NCLT Ahmedabad,2021-01-08,Ongoing,108,58.81,,21,9,0,1,0,2021,4.091172871056465,0.42857142857142855,4,0
CIRP-00449,Healthcare,NCLT Chennai,2019-11-21,Appeal Pending,212,549.9,,112,9,0,0,0,2019,6.311553304478671,0.08035714285714286,2,1
CIRP-00450,Others,NCLT Mumbai,2021-12-07,Appeal Pending,434,497.27,,20,8,0,0,0,2021,6.211142098779017,0.4,6,5
CIRP-00451,IT / Technology,NCLT Hyderabad,2017-03-28,Settled,122,39.46,71.15,47,7,0,1,1,2017,3.7003138317395994,0.14893617021276595,3,3
CIRP-00452,Energy,NCLT Chennai,2022-08-04,Appeal Pending,591,1.54,,109,17,0,0,0,2022,0.9321640810304452,0.1559633027522936,1,1
CIRP-00453,Energy,NCLT Hyderabad,2018-01-05,Settled,416,714.38,76.74,32,9,0,0,1,2018,6.572813870046096,0.28125,1,3
CIRP-00454,Retail,NCLT Ahmedabad,2020-01-27,Settled,808,38.55,48.25,9,14,0,0,1,2020,3.677565694213663,1.5555555555555556,8,0
CIRP-00455,Others,NCLT Delhi,2021-01-11,Resolution Plan Approved,914,310.31,17.88,135,2,0,0,1,2021,5.740789200285297,0.014814814814814815,6,2
CIRP-00456,Infrastructure,NCLT Hyderabad,2022-03-14,Ongoing,197,47.89,,113,1,0,0,0,2022,3.889572876590554,0.008849557522123894,4,3
CIRP-00457,Real Estate,NCLT Delhi,2017-04-02,Resolution Plan Approved,221,222.64,41.27,85,16,0,1,1,2017,5.410037616158444,0.18823529411764706,7,2
CIRP-00458,Infrastructure,NCLT Delhi,2021-03-21,Liquidation Order,502,3.13,5.37,19,10,0,0,0,2021,1.4182774069729414,0.5263157894736842,4,2
CIRP-00459,Banking & Finance,NCLT Kolkata,2021-04-11,Withdrawn (Sec 12A),840,106.45,62.98,37,0,0,0,1,2021,4.67702562308852,0.0,0,4
CIRP-00460,Healthcare,NCLT Ahmedabad,2020-03-05,Appeal Pending,484,446.08,,7,17,0,0,0,2020,6.1027375495174105,2.4285714285714284,2,0
CIRP-00461,IT / Technology,NCLT Mumbai,2018-03-18,Resolution Plan Approved,1034,1452.31,34.44,96,19,0,0,1,2018,7.281598992500215,0.19791666666666666,3,5
CIRP-00462,Real Estate,NCLT Kolkata,2019-09-13,Appeal Pending,597,87.74,,13,13,0,0,0,2019,4.4857107459507635,1.0,7,4
CIRP-00463,Manufacturing,NCLT Mumbai,2019-09-29,Appeal Pending,112,85.23,,25,2,0,0,0,2019,4.457018144964233,0.08,5,5
CIRP-00464,Energy,NCLT Delhi,2022-02-24,Appeal Pending,466,44.7,,102,0,0,0,0,2022,3.822098297900159,0.0,1,2
CIRP-00465,Telecom,NCLT Delhi,2022-08-22,Settled,388,1.18,39.93,74,10,0,0,1,2022,0.7793248768009976,0.13513513513513514,9,2
CIRP-00466,Retail,NCLT Chennai,2017-07-13,Liquidation Order,124,95.88,5.71,124,2,0,0,0,2017,4.573473099244837,0.016129032258064516,8,1
CIRP-00467,Real Estate,NCLT Kolkata,2018-10-18,Ongoing,577,37.76,,9,16,0,0,0,2018,3.6573887870225654,1.7777777777777777,7,4
CIRP-00468,Real Estate,NCLT Chennai,2020-12-09,Withdrawn (Sec 12A),200,35.41,67.14,84,12,0,0,1,2020,3.594843462187342,0.14285714285714285,7,1
CIRP-00469,Manufacturing,NCLT Chennai,2017-06-25,Resolution Plan Approved,770,86.04,43.81,139,19,1,1,1,2017,4.466367783107633,0.1366906474820144,5,1
CIRP-00470,Others,NCLT Ahmedabad,2017-09-15,Ongoing,215,19.93,,128,14,1,0,0,2017,3.0411835364579085,0.109375,6,0
CIRP-00471,Manufacturing,NCLT Mumbai,2020-12-03,Ongoing,279,23.97,,83,5,1,1,0,2020,3.217675104291682,0.060240963855421686,5,5
CIRP-00472,Manufacturing,NCLT Delhi,2019-11-22,Liquidation Order,956,80.94,0.6,97,19,0,0,0,2019,4.405987272118725,0.1958762886597938,5,2
CIRP-00473,Banking & Finance,NCLT Chennai,2017-06-21,Appeal Pending,349,116.07,,41,11,0,0,0,2017,4.762772046491581,0.2682926829268293,0,1
CIRP-00474,IT / Technology,NCLT Delhi,2018-08-03,Withdrawn (Sec 12A),591,76.82,73.49,48,3,0,1,1,2018,4.354398467556408,0.0625,3,2
CIRP-00475,Telecom,NCLT Ahmedabad,2017-05-14,Liquidation Order,687,87.76,1.71,38,0,0,0,0,2017,4.485936098064394,0.0,9,0
CIRP-00476,Others,NCLT Chennai,2019-12-04,Resolution Plan Approved,846,79.21,28.16,10,14,0,1,1,2019,4.384648195378833,1.4,6,1
CIRP-00477,Real Estate,NCLT Hyderabad,2017-10-02,Withdrawn (Sec 12A),722,1.24,65.98,11,6,0,0,1,2017,0.8064758658669484,0.5454545454545454,7,3
CIRP-00478,Real Estate,NCLT Hyderabad,2022-11-14,Liquidation Order,794,108.84,1.04,57,8,0,0,0,2022,4.699024761459715,0.14035087719298245,7,3
CIRP-00479,Healthcare,NCLT Hyderabad,2019-09-10,Resolution Plan Approved,578,277.45,53.41,117,15,0,0,1,2019,5.629238510035678,0.1282051282051282,2,3
CIRP-00480,Infrastructure,NCLT Delhi,2021-04-22,Withdrawn (Sec 12A),827,61.02,41.84,6,9,0,0,1,2021,4.127456913672303,1.5,4,2
CIRP-00481,Manufacturing,NCLT Ahmedabad,2017-08-17,Resolution Plan Approved,775,217.63,53.48,6,1,0,0,1,2017,5.387380803288797,0.16666666666666666,5,0
CIRP-00482,Real Estate,NCLT Ahmedabad,2021-07-31,Liquidation Order,881,43.52,5.11,102,19,0,0,0,2021,3.795938526407344,0.18627450980392157,7,0
CIRP-00483,Manufacturing,NCLT Kolkata,2018-04-05,Ongoing,341,135.64,,12,6,0,0,0,2018,4.91734973004026,0.5,5,4
CIRP-00484,Energy,NCLT Chennai,2018-10-15,Ongoing,348,36.42,,11,11,0,1,0,2018,3.6222053208459437,1.0,1,1
CIRP-00485,Manufacturing,NCLT Ahmedabad,2019-03-29,Ongoing,423,140.72,,82,14,0,0,0,2019,4.953853279997271,0.17073170731707318,5,0
CIRP-00486,Banking & Finance,NCLT Mumbai,2020-12-27,Resolution Plan Approved,897,1.08,53.66,120,17,0,0,1,2020,0.7323678937132266,0.14166666666666666,0,5
CIRP-00487,Others,NCLT Mumbai,2022-07-26,Appeal Pending,166,30.4,,150,20,0,0,0,2022,3.4468078929142076,0.13333333333333333,6,5
CIRP-00488,Telecom,NCLT Hyderabad,2022-05-31,Liquidation Order,972,392.74,1.73,133,13,0,0,0,2022,5.975690792991942,0.09774436090225563,9,3
CIRP-00489,Infrastructure,NCLT Delhi,2020-08-20,Withdrawn (Sec 12A),1085,9.65,65.14,17,10,0,0,1,2020,2.365559892155434,0.5882352941176471,4,2
CIRP-00490,Telecom,NCLT Ahmedabad,2019-09-30,Withdrawn (Sec 12A),167,119.48,55.4,67,16,0,1,1,2019,4.791483764051583,0.23880597014925373,9,0
CIRP-00491,Telecom,NCLT Hyderabad,2020-10-30,Liquidation Order,347,6.7,2.24,117,0,0,1,0,2020,2.0412203288596382,0.0,9,3
CIRP-00492,Manufacturing,NCLT Delhi,2018-06-27,Settled,531,136.04,71.41,81,19,0,0,1,2018,4.920272854015864,0.2345679012345679,5,2
CIRP-00493,Others,NCLT Mumbai,2019-06-30,Liquidation Order,688,12.64,2.21,63,13,0,1,0,2019,2.613006652415316,0.20634920634920634,6,5
CIRP-00494,Energy,NCLT Ahmedabad,2018-05-26,Resolution Plan Approved,189,40.38,52.59,132,19,0,0,1,2018,3.722797672317397,0.14393939393939395,1,0
CIRP-00495,Retail,NCLT Kolkata,2019-11-11,Settled,786,797.75,67.74,3,0,0,1,1,2019,6.683048005691744,0.0,8,4
CIRP-00496,Real Estate,NCLT Ahmedabad,2019-11-15,Settled,696,20.34,66.15,7,19,0,1,1,2019,3.060583245873607,2.7142857142857144,7,0
CIRP-00497,Telecom,NCLT Mumbai,2022-08-26,Withdrawn (Sec 12A),333,8.58,50.13,121,6,0,0,1,2022,2.259677591982769,0.049586776859504134,9,5
CIRP-00498,IT / Technology,NCLT Chennai,2019-06-19,Settled,1019,130.02,36.07,106,11,0,0,1,2019,4.87534998330373,0.10377358490566038,3,1
CIRP-00499,Manufacturing,NCLT Hyderabad,2018-09-08,Withdrawn (Sec 12A),642,98.85,35.07,111,19,0,0,1,2018,4.603669059861824,0.17117117117117117,5,3
CIRP-00500,Manufacturing,NCLT Delhi,2018-03-23,Resolution Plan Approved,148,43.2,35.89,144,8,0,0,1,2018,3.7887247890836524,0.05555555555555555,5,2
CIRP-00501,Banking & Finance,NCLT Chennai,2021-11-16,Liquidation Order,194,28.75,0.37,14,9,0,1,0,2021,3.392829131991639,0.6428571428571429,0,1
CIRP-00502,Others,NCLT Chennai,2022-03-04,Settled,699,219.6,23.26,123,7,1,0,1,2022,5.396351106819402,0.056910569105691054,6,1
CIRP-00503,Healthcare,NCLT Hyderabad,2017-07-15,Appeal Pending,429,10.36,,141,5,0,0,0,2017,2.4300984132930052,0.03546099290780142,2,3
CIRP-00504,Real Estate,NCLT Kolkata,2020-07-07,Appeal Pending,443,123.64,,9,10,1,0,0,2020,4.825429582122438,1.1111111111111112,7,4
CIRP-00505,Others,NCLT Kolkata,2019-07-19,Appeal Pending,536,292.24,,110,9,0,1,0,2019,5.680991386355386,0.08181818181818182,6,4
CIRP-00506,IT / Technology,NCLT Ahmedabad,2021-12-22,Appeal Pending,168,133.66,,67,19,0,1,0,2021,4.902753083117135,0.2835820895522388,3,0
CIRP-00507,Energy,NCLT Hyderabad,2019-12-14,Resolution Plan Approved,587,333.3,30.09,145,3,0,0,1,2019,5.812038793426053,0.020689655172413793,1,3
CIRP-00508,Retail,NCLT Ahmedabad,2021-05-11,Liquidation Order,171,748.71,4.44,68,18,0,0,0,2021,6.619686465088858,0.2647058823529412,8,0
CIRP-00509,IT / Technology,NCLT Chennai,2020-05-26,Settled,1029,5.18,47.29,37,2,0,1,1,2020,1.8213182714695995,0.05405405405405406,3,1
CIRP-00510,Infrastructure,NCLT Mumbai,2017-07-20,Resolution Plan Approved,777,221.32,59.09,36,16,0,0,1,2017,5.404117785434249,0.4444444444444444,4,5
CIRP-00511,IT / Technology,NCLT Delhi,2021-02-18,Withdrawn (Sec 12A),672,274.93,43.17,74,9,1,1,1,2021,5.620147210360944,0.12162162162162163,3,2
CIRP-00512,IT / Technology,NCLT Hyderabad,2021-02-10,Settled,71,37.39,35.78,138,11,0,1,1,2021,3.6477970090127063,0.07971014492753623,3,3
CIRP-00513,Telecom,NCLT Delhi,2021-03-12,Appeal Pending,574,583.03,,117,4,0,0,0,2021,6.369952351371855,0.03418803418803419,9,2
CIRP-00514,Telecom,NCLT Mumbai,2017-08-11,Ongoing,188,314.09,,15,0,0,0,0,2017,5.752858312302793,0.0,9,5
CIRP-00515,Manufacturing,NCLT Chennai,2018-10-09,Liquidation Order,758,73.61,4.08,74,3,0,0,0,2018,4.312274546483423,0.04054054054054054,5,1
CIRP-00516,Retail,NCLT Delhi,2020-02-07,Appeal Pending,162,8.26,,99,13,0,0,0,2020,2.225704048658088,0.13131313131313133,8,2
CIRP-00517,Energy,NCLT Delhi,2022-12-11,Resolution Plan Approved,736,8.05,50.0,77,0,1,1,1,2022,2.2027647577118348,0.0,1,2
CIRP-00518,Telecom,NCLT Hyderabad,2022-08-29,Appeal Pending,548,20.06,,45,10,0,0,0,2022,3.0473755067058295,0.2222222222222222,9,3
CIRP-00519,Telecom,NCLT Delhi,2020-11-18,Ongoing,218,31.31,,70,5,0,1,0,2020,3.475376779836407,0.07142857142857142,9,2
CIRP-00520,IT / Technology,NCLT Chennai,2022-03-18,Settled,439,507.03,44.15,103,16,1,0,1,2022,6.230540500952907,0.1553398058252427,3,1
CIRP-00521,Energy,NCLT Hyderabad,2020-02-25,Appeal Pending,267,17.19,,14,6,0,0,0,2020,2.900871992530031,0.42857142857142855,1,3
CIRP-00522,Real Estate,NCLT Delhi,2021-03-06,Settled,616,212.04,74.88,45,2,1,0,1,2021,5.361479941505677,0.044444444444444446,7,2
CIRP-00523,Real Estate,NCLT Ahmedabad,2017-07-15,Ongoing,512,124.56,,74,14,0,0,0,2017,4.832783731973753,0.1891891891891892,7,0
CIRP-00524,Healthcare,NCLT Mumbai,2020-07-10,Resolution Plan Approved,584,92.74,16.35,104,14,0,0,1,2020,4.54052499249456,0.1346153846153846,2,5
CIRP-00525,Energy,NCLT Chennai,2017-12-31,Resolution Plan Approved,1000,696.59,12.58,44,20,0,1,1,2017,6.5476315376296395,0.45454545454545453,1,1
CIRP-00526,Retail,NCLT Ahmedabad,2019-03-31,Appeal Pending,436,10.72,,81,13,0,0,0,2019,2.4612967841488667,0.16049382716049382,8,0
CIRP-00527,Energy,NCLT Hyderabad,2022-03-07,Resolution Plan Approved,710,184.59,28.37,122,2,0,0,1,2022,5.223539939590213,0.01639344262295082,1,3
CIRP-00528,Energy,NCLT Mumbai,2019-11-23,Appeal Pending,395,16.58,,18,16,0,1,0,2019,2.866761892257031,0.8888888888888888,1,5
CIRP-00529,IT / Technology,NCLT Kolkata,2019-03-20,Withdrawn (Sec 12A),231,5.23,78.38,42,0,1,0,1,2019,1.8293763327993617,0.0,3,4
CIRP-00530,Retail,NCLT Delhi,2021-08-07,Ongoing,71,108.27,,42,3,0,1,0,2021,4.693821883582654,0.07142857142857142,8,2
CIRP-00531,Energy,NCLT Ahmedabad,2018-12-24,Settled,799,142.04,53.09,132,12,0,0,1,2018,4.963124311425204,0.09090909090909091,1,0
CIRP-00532,Infrastructure,NCLT Hyderabad,2022-10-19,Settled,455,1059.75,71.68,93,8,0,1,1,2022,6.966731484082434,0.08602150537634409,4,3
CIRP-00533,Banking & Finance,NCLT Mumbai,2019-02-02,Settled,443,28.26,65.65,140,3,0,0,1,2019,3.3762213955919784,0.02142857142857143,0,5
CIRP-00534,Banking & Finance,NCLT Chennai,2019-02-05,Ongoing,127,15.92,,131,17,0,0,0,2019,2.8284963541780774,0.1297709923664122,0,1
CIRP-00535,Healthcare,NCLT Chennai,2017-02-28,Settled,341,33.63,64.14,133,0,0,0,1,2017,3.5447203584143305,0.0,2,1
CIRP-00536,Banking & Finance,NCLT Delhi,2017-01-29,Liquidation Order,404,31.0,3.0,96,15,1,1,0,2017,3.4657359027997265,0.15625,0,2
CIRP-00537,Healthcare,NCLT Ahmedabad,2020-07-28,Settled,453,212.94,59.93,17,10,0,1,1,2020,5.3656956018779844,0.5882352941176471,2,0
CIRP-00538,Real Estate,NCLT Kolkata,2022-11-18,Settled,739,1.01,76.62,138,9,0,0,1,2022,0.6981347220709844,0.06521739130434782,7,4
CIRP-00539,Others,NCLT Kolkata,2017-09-30,Ongoing,39,20.48,,14,1,0,1,0,2017,3.067122269640664,0.07142857142857142,6,4
CIRP-00540,Energy,NCLT Ahmedabad,2019-12-28,Appeal Pending,64,21.65,,9,17,1,1,0,2019,3.120159851929043,1.8888888888888888,1,0
CIRP-00541,Energy,NCLT Mumbai,2021-12-06,Settled,198,5.06,79.04,21,18,0,0,1,2021,1.801709800081223,0.8571428571428571,1,5
CIRP-00542,Others,NCLT Ahmedabad,2018-09-13,Appeal Pending,93,34.38,,28,5,0,1,0,2018,3.566146688731639,0.17857142857142858,6,0
CIRP-00543,Real Estate,NCLT Hyderabad,2020-03-24,Ongoing,183,17.04,,122,4,0,0,0,2020,2.8925915146344776,0.03278688524590164,7,3
CIRP-00544,Real Estate,NCLT Chennai,2021-10-08,Ongoing,211,1.62,,77,4,1,0,0,2021,0.9631743177730056,0.05194805194805195,7,1
CIRP-00545,Others,NCLT Delhi,2021-04-26,Resolution Plan Approved,1019,524.78,35.84,2,14,0,0,1,2021,6.2648828742958145,7.0,6,2
CIRP-00546,Healthcare,NCLT Mumbai,2018-09-29,Resolution Plan Approved,210,14.91,35.02,19,18,1,1,1,2018,2.7669478423496954,0.9473684210526315,2,5
CIRP-00547,Energy,NCLT Mumbai,2020-06-27,Ongoing,175,14.96,,128,7,0,0,0,2020,2.7700855920216627,0.0546875,1,5
CIRP-00548,Telecom,NCLT Hyderabad,2018-07-27,Appeal Pending,487,255.96,,115,0,0,1,0,2018,5.548920430758397,0.0,9,3
CIRP-00549,Retail,NCLT Hyderabad,2017-08-31,Settled,471,127.7,33.73,41,15,0,1,1,2017,4.857484114602081,0.36585365853658536,8,3
CIRP-00550,Infrastructure,NCLT Kolkata,2019-12-25,Ongoing,234,10.8,,56,12,0,0,0,2019,2.468099531471619,0.21428571428571427,4,4
CIRP-00551,Retail,NCLT Ahmedabad,2019-04-07,Settled,384,388.37,53.84,61,14,0,1,1,2019,5.964530048367777,0.22950819672131148,8,0
